source_node_id,target_node_id,relationship_type
69,12,herb_has_guna
70,14,herb_has_guna
71,9,herb_has_guna
71,16,herb_has_guna
72,10,herb_has_guna
72,13,herb_has_guna
72,17,herb_has_guna
73,6,herb_has_guna
73,11,herb_has_guna
73,2,herb_has_guna
74,13,herb_has_guna
74,5,herb_has_guna
74,12,herb_has_guna
75,1,herb_has_guna
75,9,herb_has_guna
76,19,herb_has_guna
76,4,herb_has_guna
76,13,herb_has_guna
77,1,herb_has_guna
77,17,herb_has_guna
77,11,herb_has_guna
78,10,herb_has_guna
78,1,herb_has_guna
78,16,herb_has_guna
79,8,herb_has_guna
79,17,herb_has_guna
79,9,herb_has_guna
80,5,herb_has_guna
81,13,herb_has_guna
82,19,herb_has_guna
82,10,herb_has_guna
83,4,herb_has_guna
83,9,herb_has_guna
84,9,herb_has_guna
84,14,herb_has_guna
85,6,herb_has_guna
86,3,herb_has_guna
86,17,herb_has_guna
86,1,herb_has_guna
87,15,herb_has_guna
87,5,herb_has_guna
87,3,herb_has_guna
88,1,herb_has_guna
89,18,herb_has_guna
89,13,herb_has_guna
90,14,herb_has_guna
90,20,herb_has_guna
91,20,herb_has_guna
91,13,herb_has_guna
92,5,herb_has_guna
92,12,herb_has_guna
93,19,herb_has_guna
93,6,herb_has_guna
94,2,herb_has_guna
94,1,herb_has_guna
95,13,herb_has_guna
95,7,herb_has_guna
96,7,herb_has_guna
97,2,herb_has_guna
97,3,herb_has_guna
98,4,herb_has_guna
98,11,herb_has_guna
99,16,herb_has_guna
99,1,herb_has_guna
99,15,herb_has_guna
100,10,herb_has_guna
100,13,herb_has_guna
100,2,herb_has_guna
101,3,herb_has_guna
102,9,herb_has_guna
103,18,herb_has_guna
103,1,herb_has_guna
103,19,herb_has_guna
104,5,herb_has_guna
104,19,herb_has_guna
104,4,herb_has_guna
105,15,herb_has_guna
105,1,herb_has_guna
105,18,herb_has_guna
106,5,herb_has_guna
106,7,herb_has_guna
106,8,herb_has_guna
107,13,herb_has_guna
108,11,herb_has_guna
109,6,herb_has_guna
109,8,herb_has_guna
110,14,herb_has_guna
110,17,herb_has_guna
110,20,herb_has_guna
111,12,herb_has_guna
112,15,herb_has_guna
113,7,herb_has_guna
113,2,herb_has_guna
113,15,herb_has_guna
114,11,herb_has_guna
114,16,herb_has_guna
114,9,herb_has_guna
115,16,herb_has_guna
116,19,herb_has_guna
116,14,herb_has_guna
116,2,herb_has_guna
117,3,herb_has_guna
117,10,herb_has_guna
118,1,herb_has_guna
119,9,herb_has_guna
119,19,herb_has_guna
120,4,herb_has_guna
121,3,herb_has_guna
121,18,herb_has_guna
122,4,herb_has_guna
122,8,herb_has_guna
122,12,herb_has_guna
123,8,herb_has_guna
123,19,herb_has_guna
124,1,herb_has_guna
124,14,herb_has_guna
124,11,herb_has_guna
125,2,herb_has_guna
126,9,herb_has_guna
127,19,herb_has_guna
128,12,herb_has_guna
128,9,herb_has_guna
129,17,herb_has_guna
129,19,herb_has_guna
129,18,herb_has_guna
130,9,herb_has_guna
130,12,herb_has_guna
130,10,herb_has_guna
131,18,herb_has_guna
131,15,herb_has_guna
131,11,herb_has_guna
132,8,herb_has_guna
132,6,herb_has_guna
132,18,herb_has_guna
133,11,herb_has_guna
133,20,herb_has_guna
134,10,herb_has_guna
134,14,herb_has_guna
134,12,herb_has_guna
135,16,herb_has_guna
136,12,herb_has_guna
137,10,herb_has_guna
137,7,herb_has_guna
137,2,herb_has_guna
138,6,herb_has_guna
139,2,herb_has_guna
139,1,herb_has_guna
139,4,herb_has_guna
140,6,herb_has_guna
140,8,herb_has_guna
140,10,herb_has_guna
141,3,herb_has_guna
141,17,herb_has_guna
142,1,herb_has_guna
142,5,herb_has_guna
143,19,herb_has_guna
143,3,herb_has_guna
144,13,herb_has_guna
144,3,herb_has_guna
144,19,herb_has_guna
145,15,herb_has_guna
145,2,herb_has_guna
146,1,herb_has_guna
147,20,herb_has_guna
147,16,herb_has_guna
147,19,herb_has_guna
148,15,herb_has_guna
149,11,herb_has_guna
149,15,herb_has_guna
149,10,herb_has_guna
150,15,herb_has_guna
151,12,herb_has_guna
151,7,herb_has_guna
152,16,herb_has_guna
152,17,herb_has_guna
152,10,herb_has_guna
153,3,herb_has_guna
154,7,herb_has_guna
154,16,herb_has_guna
155,11,herb_has_guna
155,20,herb_has_guna
156,14,herb_has_guna
156,11,herb_has_guna
157,16,herb_has_guna
157,2,herb_has_guna
158,13,herb_has_guna
159,18,herb_has_guna
160,4,herb_has_guna
160,7,herb_has_guna
160,20,herb_has_guna
161,16,herb_has_guna
161,5,herb_has_guna
161,2,herb_has_guna
162,20,herb_has_guna
163,19,herb_has_guna
163,15,herb_has_guna
163,10,herb_has_guna
164,3,herb_has_guna
164,2,herb_has_guna
164,1,herb_has_guna
165,14,herb_has_guna
165,7,herb_has_guna
165,3,herb_has_guna
166,20,herb_has_guna
166,13,herb_has_guna
167,4,herb_has_guna
167,16,herb_has_guna
168,16,herb_has_guna
169,17,herb_has_guna
170,19,herb_has_guna
171,11,herb_has_guna
171,4,herb_has_guna
172,11,herb_has_guna
172,17,herb_has_guna
173,16,herb_has_guna
173,4,herb_has_guna
174,5,herb_has_guna
174,2,herb_has_guna
174,9,herb_has_guna
175,4,herb_has_guna
176,3,herb_has_guna
177,4,herb_has_guna
177,6,herb_has_guna
178,16,herb_has_guna
179,13,herb_has_guna
179,14,herb_has_guna
179,6,herb_has_guna
180,7,herb_has_guna
180,5,herb_has_guna
181,3,herb_has_guna
182,20,herb_has_guna
182,15,herb_has_guna
182,17,herb_has_guna
183,3,herb_has_guna
183,11,herb_has_guna
184,3,herb_has_guna
185,14,herb_has_guna
186,8,herb_has_guna
186,6,herb_has_guna
187,10,herb_has_guna
188,13,herb_has_guna
188,18,herb_has_guna
188,19,herb_has_guna
189,7,herb_has_guna
189,4,herb_has_guna
190,1,herb_has_guna
190,18,herb_has_guna
190,7,herb_has_guna
191,20,herb_has_guna
192,14,herb_has_guna
193,10,herb_has_guna
193,12,herb_has_guna
193,18,herb_has_guna
194,3,herb_has_guna
194,2,herb_has_guna
194,1,herb_has_guna
195,3,herb_has_guna
196,1,herb_has_guna
196,8,herb_has_guna
196,17,herb_has_guna
197,6,herb_has_guna
198,5,herb_has_guna
198,14,herb_has_guna
199,3,herb_has_guna
199,11,herb_has_guna
200,18,herb_has_guna
200,8,herb_has_guna
200,17,herb_has_guna
201,5,herb_has_guna
201,12,herb_has_guna
201,13,herb_has_guna
202,19,herb_has_guna
203,1,herb_has_guna
203,20,herb_has_guna
203,16,herb_has_guna
204,11,herb_has_guna
204,19,herb_has_guna
204,12,herb_has_guna
207,11,herb_has_guna
207,9,herb_has_guna
208,9,herb_has_guna
208,17,herb_has_guna
208,11,herb_has_guna
209,1,herb_has_guna
210,12,herb_has_guna
211,7,herb_has_guna
211,1,herb_has_guna
212,9,herb_has_guna
213,10,herb_has_guna
213,1,herb_has_guna
214,14,herb_has_guna
214,11,herb_has_guna
214,5,herb_has_guna
215,19,herb_has_guna
216,11,herb_has_guna
217,8,herb_has_guna
217,6,herb_has_guna
218,5,herb_has_guna
218,19,herb_has_guna
218,11,herb_has_guna
219,5,herb_has_guna
220,6,herb_has_guna
220,9,herb_has_guna
220,4,herb_has_guna
221,14,herb_has_guna
221,16,herb_has_guna
222,19,herb_has_guna
222,14,herb_has_guna
223,13,herb_has_guna
224,4,herb_has_guna
224,6,herb_has_guna
224,17,herb_has_guna
225,4,herb_has_guna
225,8,herb_has_guna
226,13,herb_has_guna
226,14,herb_has_guna
227,15,herb_has_guna
227,8,herb_has_guna
227,7,herb_has_guna
228,3,herb_has_guna
229,14,herb_has_guna
229,15,herb_has_guna
229,9,herb_has_guna
230,19,herb_has_guna
230,13,herb_has_guna
231,1,herb_has_guna
231,18,herb_has_guna
232,9,herb_has_guna
232,7,herb_has_guna
233,15,herb_has_guna
233,12,herb_has_guna
234,7,herb_has_guna
234,5,herb_has_guna
235,4,herb_has_guna
235,20,herb_has_guna
235,14,herb_has_guna
236,1,herb_has_guna
236,5,herb_has_guna
236,11,herb_has_guna
237,9,herb_has_guna
237,1,herb_has_guna
238,4,herb_has_guna
239,12,herb_has_guna
239,9,herb_has_guna
239,18,herb_has_guna
240,9,herb_has_guna
241,18,herb_has_guna
241,13,herb_has_guna
242,2,herb_has_guna
243,14,herb_has_guna
243,13,herb_has_guna
244,2,herb_has_guna
245,17,herb_has_guna
246,8,herb_has_guna
246,9,herb_has_guna
246,19,herb_has_guna
247,17,herb_has_guna
248,10,herb_has_guna
248,11,herb_has_guna
249,7,herb_has_guna
250,2,herb_has_guna
250,10,herb_has_guna
251,9,herb_has_guna
251,17,herb_has_guna
251,12,herb_has_guna
252,19,herb_has_guna
253,14,herb_has_guna
253,19,herb_has_guna
254,1,herb_has_guna
255,14,herb_has_guna
255,6,herb_has_guna
256,4,herb_has_guna
256,10,herb_has_guna
257,12,herb_has_guna
257,4,herb_has_guna
257,15,herb_has_guna
258,1,herb_has_guna
258,17,herb_has_guna
259,9,herb_has_guna
259,18,herb_has_guna
260,3,herb_has_guna
261,2,herb_has_guna
261,19,herb_has_guna
262,10,herb_has_guna
262,7,herb_has_guna
263,16,herb_has_guna
264,16,herb_has_guna
264,9,herb_has_guna
265,20,herb_has_guna
265,10,herb_has_guna
266,9,herb_has_guna
266,3,herb_has_guna
266,2,herb_has_guna
267,19,herb_has_guna
267,4,herb_has_guna
268,14,herb_has_guna
268,19,herb_has_guna
269,10,herb_has_guna
270,11,herb_has_guna
271,15,herb_has_guna
272,5,herb_has_guna
272,2,herb_has_guna
272,11,herb_has_guna
273,14,herb_has_guna
273,6,herb_has_guna
274,10,herb_has_guna
275,6,herb_has_guna
276,11,herb_has_guna
276,14,herb_has_guna
277,2,herb_has_guna
277,8,herb_has_guna
277,19,herb_has_guna
278,10,herb_has_guna
278,4,herb_has_guna
279,6,herb_has_guna
280,2,herb_has_guna
281,18,herb_has_guna
281,12,herb_has_guna
282,15,herb_has_guna
282,16,herb_has_guna
283,16,herb_has_guna
283,18,herb_has_guna
284,7,herb_has_guna
284,3,herb_has_guna
284,12,herb_has_guna
285,14,herb_has_guna
286,16,herb_has_guna
286,18,herb_has_guna
287,13,herb_has_guna
287,9,herb_has_guna
287,4,herb_has_guna
288,8,herb_has_guna
288,16,herb_has_guna
289,1,herb_has_guna
289,16,herb_has_guna
290,16,herb_has_guna
290,14,herb_has_guna
290,17,herb_has_guna
291,11,herb_has_guna
291,8,herb_has_guna
292,20,herb_has_guna
292,19,herb_has_guna
293,10,herb_has_guna
293,17,herb_has_guna
294,3,herb_has_guna
294,7,herb_has_guna
295,1,herb_has_guna
295,11,herb_has_guna
296,9,herb_has_guna
296,3,herb_has_guna
296,12,herb_has_guna
297,12,herb_has_guna
298,11,herb_has_guna
299,12,herb_has_guna
299,5,herb_has_guna
300,18,herb_has_guna
300,2,herb_has_guna
301,1,herb_has_guna
301,19,herb_has_guna
301,10,herb_has_guna
302,7,herb_has_guna
303,4,herb_has_guna
303,8,herb_has_guna
304,14,herb_has_guna
304,3,herb_has_guna
305,16,herb_has_guna
305,4,herb_has_guna
305,17,herb_has_guna
306,19,herb_has_guna
306,9,herb_has_guna
306,16,herb_has_guna
307,20,herb_has_guna
308,17,herb_has_guna
308,14,herb_has_guna
309,8,herb_has_guna
310,5,herb_has_guna
310,17,herb_has_guna
310,4,herb_has_guna
311,19,herb_has_guna
311,2,herb_has_guna
311,14,herb_has_guna
312,8,herb_has_guna
312,16,herb_has_guna
312,7,herb_has_guna
313,4,herb_has_guna
313,17,herb_has_guna
314,3,herb_has_guna
314,5,herb_has_guna
314,11,herb_has_guna
315,19,herb_has_guna
315,11,herb_has_guna
315,6,herb_has_guna
316,5,herb_has_guna
316,18,herb_has_guna
317,1,herb_has_guna
317,18,herb_has_guna
317,6,herb_has_guna
318,11,herb_has_guna
319,7,herb_has_guna
319,15,herb_has_guna
320,19,herb_has_guna
321,16,herb_has_guna
322,5,herb_has_guna
323,9,herb_has_guna
323,19,herb_has_guna
323,16,herb_has_guna
324,16,herb_has_guna
325,12,herb_has_guna
325,8,herb_has_guna
325,1,herb_has_guna
326,1,herb_has_guna
327,3,herb_has_guna
328,8,herb_has_guna
329,5,herb_has_guna
329,12,herb_has_guna
329,9,herb_has_guna
330,12,herb_has_guna
330,8,herb_has_guna
330,10,herb_has_guna
331,19,herb_has_guna
331,9,herb_has_guna
332,18,herb_has_guna
332,9,herb_has_guna
332,4,herb_has_guna
333,7,herb_has_guna
333,15,herb_has_guna
333,10,herb_has_guna
334,17,herb_has_guna
334,5,herb_has_guna
335,14,herb_has_guna
335,4,herb_has_guna
335,20,herb_has_guna
336,14,herb_has_guna
336,2,herb_has_guna
336,11,herb_has_guna
337,19,herb_has_guna
337,2,herb_has_guna
338,3,herb_has_guna
339,11,herb_has_guna
340,15,herb_has_guna
340,3,herb_has_guna
341,3,herb_has_guna
341,19,herb_has_guna
342,15,herb_has_guna
342,16,herb_has_guna
342,1,herb_has_guna
343,12,herb_has_guna
343,7,herb_has_guna
344,9,herb_has_guna
345,7,herb_has_guna
345,1,herb_has_guna
345,6,herb_has_guna
346,10,herb_has_guna
346,18,herb_has_guna
346,11,herb_has_guna
347,20,herb_has_guna
347,5,herb_has_guna
347,9,herb_has_guna
348,17,herb_has_guna
348,5,herb_has_guna
349,10,herb_has_guna
349,7,herb_has_guna
350,20,herb_has_guna
351,3,herb_has_guna
352,16,herb_has_guna
352,13,herb_has_guna
353,16,herb_has_guna
354,11,herb_has_guna
354,10,herb_has_guna
355,8,herb_has_guna
355,5,herb_has_guna
356,17,herb_has_guna
356,1,herb_has_guna
357,17,herb_has_guna
358,16,herb_has_guna
358,19,herb_has_guna
359,18,herb_has_guna
359,15,herb_has_guna
360,8,herb_has_guna
361,12,herb_has_guna
361,19,herb_has_guna
362,19,herb_has_guna
362,15,herb_has_guna
363,7,herb_has_guna
364,2,herb_has_guna
364,20,herb_has_guna
365,10,herb_has_guna
365,3,herb_has_guna
365,2,herb_has_guna
366,6,herb_has_guna
367,14,herb_has_guna
367,17,herb_has_guna
367,6,herb_has_guna
368,2,herb_has_guna
369,12,herb_has_guna
369,2,herb_has_guna
369,13,herb_has_guna
370,6,herb_has_guna
370,9,herb_has_guna
370,1,herb_has_guna
371,5,herb_has_guna
371,3,herb_has_guna
371,4,herb_has_guna
372,13,herb_has_guna
373,9,herb_has_guna
373,18,herb_has_guna
374,19,herb_has_guna
374,18,herb_has_guna
375,10,herb_has_guna
376,17,herb_has_guna
376,7,herb_has_guna
377,18,herb_has_guna
377,20,herb_has_guna
378,13,herb_has_guna
379,5,herb_has_guna
380,10,herb_has_guna
381,1,herb_has_guna
382,8,herb_has_guna
382,6,herb_has_guna
382,1,herb_has_guna
383,12,herb_has_guna
384,10,herb_has_guna
384,17,herb_has_guna
385,8,herb_has_guna
385,3,herb_has_guna
386,6,herb_has_guna
386,10,herb_has_guna
386,17,herb_has_guna
387,6,herb_has_guna
388,1,herb_has_guna
388,14,herb_has_guna
389,12,herb_has_guna
389,14,herb_has_guna
389,18,herb_has_guna
390,7,herb_has_guna
390,9,herb_has_guna
390,14,herb_has_guna
391,4,herb_has_guna
391,7,herb_has_guna
391,6,herb_has_guna
392,14,herb_has_guna
393,15,herb_has_guna
393,19,herb_has_guna
393,4,herb_has_guna
394,19,herb_has_guna
394,20,herb_has_guna
394,2,herb_has_guna
395,5,herb_has_guna
395,13,herb_has_guna
395,8,herb_has_guna
396,2,herb_has_guna
397,17,herb_has_guna
397,10,herb_has_guna
397,14,herb_has_guna
398,5,herb_has_guna
398,10,herb_has_guna
398,11,herb_has_guna
399,11,herb_has_guna
400,10,herb_has_guna
401,2,herb_has_guna
401,10,herb_has_guna
402,11,herb_has_guna
402,10,herb_has_guna
403,15,herb_has_guna
404,15,herb_has_guna
405,10,herb_has_guna
406,15,herb_has_guna
406,19,herb_has_guna
407,7,herb_has_guna
408,9,herb_has_guna
408,3,herb_has_guna
409,12,herb_has_guna
409,1,herb_has_guna
410,16,herb_has_guna
411,9,herb_has_guna
411,14,herb_has_guna
412,9,herb_has_guna
412,7,herb_has_guna
412,4,herb_has_guna
413,3,herb_has_guna
414,4,herb_has_guna
414,6,herb_has_guna
415,4,herb_has_guna
416,6,herb_has_guna
417,10,herb_has_guna
418,2,herb_has_guna
419,8,herb_has_guna
419,20,herb_has_guna
420,13,herb_has_guna
420,14,herb_has_guna
420,20,herb_has_guna
421,1,herb_has_guna
421,10,herb_has_guna
421,20,herb_has_guna
422,14,herb_has_guna
422,17,herb_has_guna
423,1,herb_has_guna
424,3,herb_has_guna
424,9,herb_has_guna
425,3,herb_has_guna
425,7,herb_has_guna
425,14,herb_has_guna
426,7,herb_has_guna
426,3,herb_has_guna
426,6,herb_has_guna
427,9,herb_has_guna
428,14,herb_has_guna
428,10,herb_has_guna
428,9,herb_has_guna
429,6,herb_has_guna
429,13,herb_has_guna
429,9,herb_has_guna
430,18,herb_has_guna
430,19,herb_has_guna
430,6,herb_has_guna
431,6,herb_has_guna
431,5,herb_has_guna
432,9,herb_has_guna
433,18,herb_has_guna
433,14,herb_has_guna
433,10,herb_has_guna
434,4,herb_has_guna
434,14,herb_has_guna
434,9,herb_has_guna
435,2,herb_has_guna
435,5,herb_has_guna
435,20,herb_has_guna
436,14,herb_has_guna
437,16,herb_has_guna
438,17,herb_has_guna
439,9,herb_has_guna
440,1,herb_has_guna
441,4,herb_has_guna
441,1,herb_has_guna
442,1,herb_has_guna
443,11,herb_has_guna
443,9,herb_has_guna
443,20,herb_has_guna
444,1,herb_has_guna
444,3,herb_has_guna
444,10,herb_has_guna
445,18,herb_has_guna
445,8,herb_has_guna
445,17,herb_has_guna
446,10,herb_has_guna
446,19,herb_has_guna
447,1,herb_has_guna
447,14,herb_has_guna
448,5,herb_has_guna
449,16,herb_has_guna
450,5,herb_has_guna
450,18,herb_has_guna
451,18,herb_has_guna
451,9,herb_has_guna
452,20,herb_has_guna
452,10,herb_has_guna
452,5,herb_has_guna
453,18,herb_has_guna
454,13,herb_has_guna
454,4,herb_has_guna
455,1,herb_has_guna
455,2,herb_has_guna
455,19,herb_has_guna
456,9,herb_has_guna
456,12,herb_has_guna
456,7,herb_has_guna
457,14,herb_has_guna
457,15,herb_has_guna
458,5,herb_has_guna
458,16,herb_has_guna
458,15,herb_has_guna
459,18,herb_has_guna
459,11,herb_has_guna
459,2,herb_has_guna
460,1,herb_has_guna
461,16,herb_has_guna
461,19,herb_has_guna
461,9,herb_has_guna
462,9,herb_has_guna
462,10,herb_has_guna
463,17,herb_has_guna
464,3,herb_has_guna
464,7,herb_has_guna
464,20,herb_has_guna
465,16,herb_has_guna
465,1,herb_has_guna
466,8,herb_has_guna
467,20,herb_has_guna
467,17,herb_has_guna
468,11,herb_has_guna
469,7,herb_has_guna
469,8,herb_has_guna
469,6,herb_has_guna
470,15,herb_has_guna
471,13,herb_has_guna
471,6,herb_has_guna
472,7,herb_has_guna
473,5,herb_has_guna
474,2,herb_has_guna
474,5,herb_has_guna
475,8,herb_has_guna
476,4,herb_has_guna
476,20,herb_has_guna
477,8,herb_has_guna
477,4,herb_has_guna
477,10,herb_has_guna
478,4,herb_has_guna
478,3,herb_has_guna
479,2,herb_has_guna
479,13,herb_has_guna
480,4,herb_has_guna
481,20,herb_has_guna
481,2,herb_has_guna
482,1,herb_has_guna
483,9,herb_has_guna
483,8,herb_has_guna
483,19,herb_has_guna
484,5,herb_has_guna
485,1,herb_has_guna
486,19,herb_has_guna
487,1,herb_has_guna
487,4,herb_has_guna
487,6,herb_has_guna
488,13,herb_has_guna
488,9,herb_has_guna
489,18,herb_has_guna
489,10,herb_has_guna
490,17,herb_has_guna
490,1,herb_has_guna
490,20,herb_has_guna
491,2,herb_has_guna
491,12,herb_has_guna
492,10,herb_has_guna
492,5,herb_has_guna
492,11,herb_has_guna
493,19,herb_has_guna
493,15,herb_has_guna
493,17,herb_has_guna
494,20,herb_has_guna
494,5,herb_has_guna
494,10,herb_has_guna
495,17,herb_has_guna
495,3,herb_has_guna
496,9,herb_has_guna
497,6,herb_has_guna
498,19,herb_has_guna
498,14,herb_has_guna
498,1,herb_has_guna
499,18,herb_has_guna
499,8,herb_has_guna
500,3,herb_has_guna
500,2,herb_has_guna
501,18,herb_has_guna
502,4,herb_has_guna
503,4,herb_has_guna
504,1,herb_has_guna
505,19,herb_has_guna
505,3,herb_has_guna
506,16,herb_has_guna
507,15,herb_has_guna
508,11,herb_has_guna
508,18,herb_has_guna
508,12,herb_has_guna
509,12,herb_has_guna
510,16,herb_has_guna
511,11,herb_has_guna
511,7,herb_has_guna
512,9,herb_has_guna
513,3,herb_has_guna
513,20,herb_has_guna
514,19,herb_has_guna
514,6,herb_has_guna
514,12,herb_has_guna
515,13,herb_has_guna
516,13,herb_has_guna
517,7,herb_has_guna
517,3,herb_has_guna
517,13,herb_has_guna
518,19,herb_has_guna
518,11,herb_has_guna
518,20,herb_has_guna
519,4,herb_has_guna
520,6,herb_has_guna
521,1,herb_has_guna
522,10,herb_has_guna
522,3,herb_has_guna
522,14,herb_has_guna
523,14,herb_has_guna
523,16,herb_has_guna
523,8,herb_has_guna
524,17,herb_has_guna
524,13,herb_has_guna
525,8,herb_has_guna
526,11,herb_has_guna
526,13,herb_has_guna
527,20,herb_has_guna
527,19,herb_has_guna
528,7,herb_has_guna
528,2,herb_has_guna
529,17,herb_has_guna
529,15,herb_has_guna
529,2,herb_has_guna
530,1,herb_has_guna
530,9,herb_has_guna
530,13,herb_has_guna
531,6,herb_has_guna
532,8,herb_has_guna
532,6,herb_has_guna
533,18,herb_has_guna
533,2,herb_has_guna
534,3,herb_has_guna
534,5,herb_has_guna
535,14,herb_has_guna
535,6,herb_has_guna
535,19,herb_has_guna
536,8,herb_has_guna
536,1,herb_has_guna
537,2,herb_has_guna
538,13,herb_has_guna
538,16,herb_has_guna
539,4,herb_has_guna
540,7,herb_has_guna
540,10,herb_has_guna
540,2,herb_has_guna
541,1,herb_has_guna
541,17,herb_has_guna
541,15,herb_has_guna
542,14,herb_has_guna
542,17,herb_has_guna
543,15,herb_has_guna
544,19,herb_has_guna
545,6,herb_has_guna
546,11,herb_has_guna
546,20,herb_has_guna
547,16,herb_has_guna
547,10,herb_has_guna
548,12,herb_has_guna
548,14,herb_has_guna
549,13,herb_has_guna
549,14,herb_has_guna
549,5,herb_has_guna
550,13,herb_has_guna
550,10,herb_has_guna
551,6,herb_has_guna
551,14,herb_has_guna
551,17,herb_has_guna
552,7,herb_has_guna
552,18,herb_has_guna
552,6,herb_has_guna
553,2,herb_has_guna
553,10,herb_has_guna
554,14,herb_has_guna
555,9,herb_has_guna
556,17,herb_has_guna
556,20,herb_has_guna
557,7,herb_has_guna
558,6,herb_has_guna
558,16,herb_has_guna
558,19,herb_has_guna
559,9,herb_has_guna
560,5,herb_has_guna
560,14,herb_has_guna
561,19,herb_has_guna
562,12,herb_has_guna
563,5,herb_has_guna
563,8,herb_has_guna
563,11,herb_has_guna
564,7,herb_has_guna
565,12,herb_has_guna
566,20,herb_has_guna
566,15,herb_has_guna
566,6,herb_has_guna
567,19,herb_has_guna
567,4,herb_has_guna
568,12,herb_has_guna
569,1,herb_has_guna
569,12,herb_has_guna
570,10,herb_has_guna
570,17,herb_has_guna
571,19,herb_has_guna
571,5,herb_has_guna
571,6,herb_has_guna
572,11,herb_has_guna
572,1,herb_has_guna
572,12,herb_has_guna
573,19,herb_has_guna
573,14,herb_has_guna
574,9,herb_has_guna
574,3,herb_has_guna
575,16,herb_has_guna
575,11,herb_has_guna
576,8,herb_has_guna
576,18,herb_has_guna
577,10,herb_has_guna
578,6,herb_has_guna
578,7,herb_has_guna
578,2,herb_has_guna
579,10,herb_has_guna
579,11,herb_has_guna
579,15,herb_has_guna
580,16,herb_has_guna
581,7,herb_has_guna
581,8,herb_has_guna
581,1,herb_has_guna
582,18,herb_has_guna
582,7,herb_has_guna
582,4,herb_has_guna
583,9,herb_has_guna
584,20,herb_has_guna
585,1,herb_has_guna
585,13,herb_has_guna
586,10,herb_has_guna
586,3,herb_has_guna
586,17,herb_has_guna
587,4,herb_has_guna
587,18,herb_has_guna
588,6,herb_has_guna
588,13,herb_has_guna
589,9,herb_has_guna
589,17,herb_has_guna
590,5,herb_has_guna
590,11,herb_has_guna
590,10,herb_has_guna
591,16,herb_has_guna
592,13,herb_has_guna
592,10,herb_has_guna
592,3,herb_has_guna
593,13,herb_has_guna
593,19,herb_has_guna
593,17,herb_has_guna
594,4,herb_has_guna
594,6,herb_has_guna
594,16,herb_has_guna
