source_node_id,target_node_id,relationship_type
35,7,herb_has_chemical_group
36,2,herb_has_chemical_group
36,4,herb_has_chemical_group
36,9,herb_has_chemical_group
37,5,herb_has_chemical_group
37,6,herb_has_chemical_group
37,10,herb_has_chemical_group
38,3,herb_has_chemical_group
39,1,herb_has_chemical_group
39,2,herb_has_chemical_group
39,6,herb_has_chemical_group
40,3,herb_has_chemical_group
41,1,herb_has_chemical_group
41,2,herb_has_chemical_group
42,5,herb_has_chemical_group
42,8,herb_has_chemical_group
43,1,herb_has_chemical_group
43,5,herb_has_chemical_group
43,10,herb_has_chemical_group
44,2,herb_has_chemical_group
44,3,herb_has_chemical_group
44,6,herb_has_chemical_group
44,9,herb_has_chemical_group
45,3,herb_has_chemical_group
45,4,herb_has_chemical_group
45,9,herb_has_chemical_group
46,4,herb_has_chemical_group
46,6,herb_has_chemical_group
46,7,herb_has_chemical_group
47,6,herb_has_chemical_group
48,2,herb_has_chemical_group
49,2,herb_has_chemical_group
49,6,herb_has_chemical_group
50,3,herb_has_chemical_group
50,6,herb_has_chemical_group
50,8,herb_has_chemical_group
50,10,herb_has_chemical_group
51,2,herb_has_chemical_group
51,6,herb_has_chemical_group
51,7,herb_has_chemical_group
51,8,herb_has_chemical_group
52,3,herb_has_chemical_group
52,4,herb_has_chemical_group
52,5,herb_has_chemical_group
52,9,herb_has_chemical_group
53,4,herb_has_chemical_group
54,6,herb_has_chemical_group
55,1,herb_has_chemical_group
55,2,herb_has_chemical_group
56,1,herb_has_chemical_group
56,5,herb_has_chemical_group
56,6,herb_has_chemical_group
56,7,herb_has_chemical_group
57,5,herb_has_chemical_group
57,6,herb_has_chemical_group
57,8,herb_has_chemical_group
58,4,herb_has_chemical_group
58,7,herb_has_chemical_group
59,1,herb_has_chemical_group
59,2,herb_has_chemical_group
59,4,herb_has_chemical_group
59,10,herb_has_chemical_group
60,4,herb_has_chemical_group
60,6,herb_has_chemical_group
61,3,herb_has_chemical_group
61,8,herb_has_chemical_group
62,1,herb_has_chemical_group
62,2,herb_has_chemical_group
62,3,herb_has_chemical_group
63,2,herb_has_chemical_group
63,7,herb_has_chemical_group
64,2,herb_has_chemical_group
65,1,herb_has_chemical_group
65,6,herb_has_chemical_group
65,10,herb_has_chemical_group
66,9,herb_has_chemical_group
67,9,herb_has_chemical_group
68,3,herb_has_chemical_group
68,6,herb_has_chemical_group
68,7,herb_has_chemical_group
68,9,herb_has_chemical_group
69,2,herb_has_chemical_group
69,4,herb_has_chemical_group
69,7,herb_has_chemical_group
70,1,herb_has_chemical_group
70,6,herb_has_chemical_group
70,8,herb_has_chemical_group
71,3,herb_has_chemical_group
71,9,herb_has_chemical_group
71,10,herb_has_chemical_group
72,1,herb_has_chemical_group
72,2,herb_has_chemical_group
72,3,herb_has_chemical_group
72,10,herb_has_chemical_group
73,2,herb_has_chemical_group
73,10,herb_has_chemical_group
74,1,herb_has_chemical_group
74,4,herb_has_chemical_group
74,5,herb_has_chemical_group
75,1,herb_has_chemical_group
75,2,herb_has_chemical_group
75,9,herb_has_chemical_group
75,10,herb_has_chemical_group
76,2,herb_has_chemical_group
76,6,herb_has_chemical_group
76,7,herb_has_chemical_group
77,5,herb_has_chemical_group
77,6,herb_has_chemical_group
77,9,herb_has_chemical_group
78,2,herb_has_chemical_group
79,2,herb_has_chemical_group
80,4,herb_has_chemical_group
81,2,herb_has_chemical_group
81,4,herb_has_chemical_group
81,7,herb_has_chemical_group
81,8,herb_has_chemical_group
82,1,herb_has_chemical_group
82,2,herb_has_chemical_group
82,7,herb_has_chemical_group
82,9,herb_has_chemical_group
83,2,herb_has_chemical_group
83,4,herb_has_chemical_group
83,5,herb_has_chemical_group
83,8,herb_has_chemical_group
84,3,herb_has_chemical_group
84,6,herb_has_chemical_group
85,1,herb_has_chemical_group
85,6,herb_has_chemical_group
85,8,herb_has_chemical_group
86,3,herb_has_chemical_group
86,4,herb_has_chemical_group
86,5,herb_has_chemical_group
87,6,herb_has_chemical_group
87,10,herb_has_chemical_group
88,2,herb_has_chemical_group
88,3,herb_has_chemical_group
88,6,herb_has_chemical_group
88,10,herb_has_chemical_group
89,1,herb_has_chemical_group
89,3,herb_has_chemical_group
89,5,herb_has_chemical_group
90,4,herb_has_chemical_group
90,9,herb_has_chemical_group
91,2,herb_has_chemical_group
91,7,herb_has_chemical_group
92,5,herb_has_chemical_group
93,1,herb_has_chemical_group
93,4,herb_has_chemical_group
93,9,herb_has_chemical_group
94,2,herb_has_chemical_group
94,5,herb_has_chemical_group
94,10,herb_has_chemical_group
95,1,herb_has_chemical_group
95,6,herb_has_chemical_group
95,7,herb_has_chemical_group
95,9,herb_has_chemical_group
96,3,herb_has_chemical_group
97,5,herb_has_chemical_group
98,1,herb_has_chemical_group
98,3,herb_has_chemical_group
98,5,herb_has_chemical_group
98,9,herb_has_chemical_group
99,8,herb_has_chemical_group
100,2,herb_has_chemical_group
100,3,herb_has_chemical_group
100,7,herb_has_chemical_group
101,2,herb_has_chemical_group
101,3,herb_has_chemical_group
101,4,herb_has_chemical_group
102,1,herb_has_chemical_group
102,3,herb_has_chemical_group
102,6,herb_has_chemical_group
102,8,herb_has_chemical_group
103,10,herb_has_chemical_group
104,4,herb_has_chemical_group
104,5,herb_has_chemical_group
105,7,herb_has_chemical_group
105,10,herb_has_chemical_group
106,2,herb_has_chemical_group
106,4,herb_has_chemical_group
107,4,herb_has_chemical_group
107,5,herb_has_chemical_group
107,6,herb_has_chemical_group
107,8,herb_has_chemical_group
108,3,herb_has_chemical_group
109,2,herb_has_chemical_group
109,3,herb_has_chemical_group
109,5,herb_has_chemical_group
109,8,herb_has_chemical_group
110,1,herb_has_chemical_group
111,3,herb_has_chemical_group
112,3,herb_has_chemical_group
112,5,herb_has_chemical_group
112,7,herb_has_chemical_group
112,10,herb_has_chemical_group
113,3,herb_has_chemical_group
113,7,herb_has_chemical_group
114,1,herb_has_chemical_group
114,2,herb_has_chemical_group
114,4,herb_has_chemical_group
115,3,herb_has_chemical_group
115,6,herb_has_chemical_group
115,8,herb_has_chemical_group
115,9,herb_has_chemical_group
116,2,herb_has_chemical_group
116,5,herb_has_chemical_group
117,1,herb_has_chemical_group
117,5,herb_has_chemical_group
117,6,herb_has_chemical_group
117,8,herb_has_chemical_group
118,4,herb_has_chemical_group
118,7,herb_has_chemical_group
118,10,herb_has_chemical_group
119,1,herb_has_chemical_group
119,2,herb_has_chemical_group
119,4,herb_has_chemical_group
119,6,herb_has_chemical_group
120,5,herb_has_chemical_group
121,2,herb_has_chemical_group
121,3,herb_has_chemical_group
121,5,herb_has_chemical_group
121,9,herb_has_chemical_group
122,1,herb_has_chemical_group
122,2,herb_has_chemical_group
122,4,herb_has_chemical_group
122,7,herb_has_chemical_group
123,1,herb_has_chemical_group
124,3,herb_has_chemical_group
124,5,herb_has_chemical_group
124,10,herb_has_chemical_group
125,3,herb_has_chemical_group
125,6,herb_has_chemical_group
125,8,herb_has_chemical_group
126,1,herb_has_chemical_group
126,4,herb_has_chemical_group
126,5,herb_has_chemical_group
127,1,herb_has_chemical_group
127,2,herb_has_chemical_group
127,4,herb_has_chemical_group
127,8,herb_has_chemical_group
128,3,herb_has_chemical_group
128,4,herb_has_chemical_group
128,6,herb_has_chemical_group
128,8,herb_has_chemical_group
129,1,herb_has_chemical_group
129,4,herb_has_chemical_group
129,5,herb_has_chemical_group
130,1,herb_has_chemical_group
130,9,herb_has_chemical_group
130,10,herb_has_chemical_group
131,2,herb_has_chemical_group
131,3,herb_has_chemical_group
131,4,herb_has_chemical_group
131,7,herb_has_chemical_group
132,1,herb_has_chemical_group
132,2,herb_has_chemical_group
133,2,herb_has_chemical_group
133,3,herb_has_chemical_group
133,6,herb_has_chemical_group
133,8,herb_has_chemical_group
134,5,herb_has_chemical_group
135,2,herb_has_chemical_group
135,5,herb_has_chemical_group
135,7,herb_has_chemical_group
135,10,herb_has_chemical_group
136,6,herb_has_chemical_group
136,8,herb_has_chemical_group
137,1,herb_has_chemical_group
138,5,herb_has_chemical_group
139,5,herb_has_chemical_group
139,6,herb_has_chemical_group
139,9,herb_has_chemical_group
139,10,herb_has_chemical_group
140,10,herb_has_chemical_group
141,3,herb_has_chemical_group
141,6,herb_has_chemical_group
141,9,herb_has_chemical_group
142,2,herb_has_chemical_group
142,7,herb_has_chemical_group
143,1,herb_has_chemical_group
143,4,herb_has_chemical_group
143,8,herb_has_chemical_group
144,6,herb_has_chemical_group
144,7,herb_has_chemical_group
144,8,herb_has_chemical_group
145,5,herb_has_chemical_group
146,2,herb_has_chemical_group
146,7,herb_has_chemical_group
146,9,herb_has_chemical_group
146,10,herb_has_chemical_group
147,8,herb_has_chemical_group
147,10,herb_has_chemical_group
148,1,herb_has_chemical_group
149,3,herb_has_chemical_group
149,6,herb_has_chemical_group
149,10,herb_has_chemical_group
150,1,herb_has_chemical_group
150,2,herb_has_chemical_group
150,5,herb_has_chemical_group
150,8,herb_has_chemical_group
151,10,herb_has_chemical_group
152,3,herb_has_chemical_group
152,10,herb_has_chemical_group
153,1,herb_has_chemical_group
154,3,herb_has_chemical_group
154,5,herb_has_chemical_group
154,8,herb_has_chemical_group
154,9,herb_has_chemical_group
155,4,herb_has_chemical_group
155,5,herb_has_chemical_group
155,7,herb_has_chemical_group
155,8,herb_has_chemical_group
156,1,herb_has_chemical_group
156,3,herb_has_chemical_group
156,7,herb_has_chemical_group
156,9,herb_has_chemical_group
157,2,herb_has_chemical_group
157,10,herb_has_chemical_group
158,3,herb_has_chemical_group
158,7,herb_has_chemical_group
158,8,herb_has_chemical_group
159,2,herb_has_chemical_group
159,10,herb_has_chemical_group
160,3,herb_has_chemical_group
160,9,herb_has_chemical_group
160,10,herb_has_chemical_group
161,2,herb_has_chemical_group
161,9,herb_has_chemical_group
162,2,herb_has_chemical_group
162,4,herb_has_chemical_group
162,6,herb_has_chemical_group
162,7,herb_has_chemical_group
163,1,herb_has_chemical_group
164,1,herb_has_chemical_group
164,3,herb_has_chemical_group
164,10,herb_has_chemical_group
165,3,herb_has_chemical_group
165,4,herb_has_chemical_group
165,5,herb_has_chemical_group
165,8,herb_has_chemical_group
166,2,herb_has_chemical_group
166,5,herb_has_chemical_group
166,6,herb_has_chemical_group
166,7,herb_has_chemical_group
167,2,herb_has_chemical_group
167,6,herb_has_chemical_group
168,1,herb_has_chemical_group
168,4,herb_has_chemical_group
168,6,herb_has_chemical_group
169,3,herb_has_chemical_group
170,1,herb_has_chemical_group
170,3,herb_has_chemical_group
170,9,herb_has_chemical_group
170,10,herb_has_chemical_group
171,1,herb_has_chemical_group
172,1,herb_has_chemical_group
172,4,herb_has_chemical_group
172,7,herb_has_chemical_group
172,9,herb_has_chemical_group
173,5,herb_has_chemical_group
173,7,herb_has_chemical_group
174,5,herb_has_chemical_group
174,6,herb_has_chemical_group
174,7,herb_has_chemical_group
174,8,herb_has_chemical_group
175,2,herb_has_chemical_group
175,6,herb_has_chemical_group
175,7,herb_has_chemical_group
176,5,herb_has_chemical_group
176,8,herb_has_chemical_group
177,5,herb_has_chemical_group
178,1,herb_has_chemical_group
178,2,herb_has_chemical_group
178,3,herb_has_chemical_group
178,7,herb_has_chemical_group
179,1,herb_has_chemical_group
179,3,herb_has_chemical_group
179,6,herb_has_chemical_group
179,10,herb_has_chemical_group
180,1,herb_has_chemical_group
181,3,herb_has_chemical_group
181,4,herb_has_chemical_group
181,6,herb_has_chemical_group
181,9,herb_has_chemical_group
182,10,herb_has_chemical_group
183,2,herb_has_chemical_group
184,1,herb_has_chemical_group
184,8,herb_has_chemical_group
185,1,herb_has_chemical_group
185,3,herb_has_chemical_group
185,4,herb_has_chemical_group
185,6,herb_has_chemical_group
186,5,herb_has_chemical_group
186,9,herb_has_chemical_group
186,10,herb_has_chemical_group
187,3,herb_has_chemical_group
187,5,herb_has_chemical_group
188,3,herb_has_chemical_group
188,6,herb_has_chemical_group
189,1,herb_has_chemical_group
189,4,herb_has_chemical_group
189,7,herb_has_chemical_group
189,10,herb_has_chemical_group
190,5,herb_has_chemical_group
190,6,herb_has_chemical_group
190,8,herb_has_chemical_group
191,1,herb_has_chemical_group
191,6,herb_has_chemical_group
191,7,herb_has_chemical_group
191,10,herb_has_chemical_group
192,2,herb_has_chemical_group
192,5,herb_has_chemical_group
192,6,herb_has_chemical_group
193,1,herb_has_chemical_group
193,6,herb_has_chemical_group
193,9,herb_has_chemical_group
194,1,herb_has_chemical_group
194,5,herb_has_chemical_group
194,8,herb_has_chemical_group
195,1,herb_has_chemical_group
195,2,herb_has_chemical_group
195,7,herb_has_chemical_group
196,8,herb_has_chemical_group
196,10,herb_has_chemical_group
197,5,herb_has_chemical_group
198,3,herb_has_chemical_group
199,1,herb_has_chemical_group
199,10,herb_has_chemical_group
200,2,herb_has_chemical_group
200,5,herb_has_chemical_group
200,6,herb_has_chemical_group
200,7,herb_has_chemical_group
201,3,herb_has_chemical_group
202,3,herb_has_chemical_group
202,10,herb_has_chemical_group
203,1,herb_has_chemical_group
203,4,herb_has_chemical_group
203,5,herb_has_chemical_group
203,10,herb_has_chemical_group
204,3,herb_has_chemical_group
204,9,herb_has_chemical_group
205,2,herb_has_chemical_group
205,4,herb_has_chemical_group
205,5,herb_has_chemical_group
205,9,herb_has_chemical_group
207,2,herb_has_chemical_group
207,4,herb_has_chemical_group
207,9,herb_has_chemical_group
208,1,herb_has_chemical_group
208,4,herb_has_chemical_group
208,8,herb_has_chemical_group
209,2,herb_has_chemical_group
209,3,herb_has_chemical_group
209,9,herb_has_chemical_group
210,7,herb_has_chemical_group
210,10,herb_has_chemical_group
211,7,herb_has_chemical_group
211,9,herb_has_chemical_group
211,10,herb_has_chemical_group
212,3,herb_has_chemical_group
212,8,herb_has_chemical_group
213,7,herb_has_chemical_group
214,3,herb_has_chemical_group
214,6,herb_has_chemical_group
214,8,herb_has_chemical_group
215,2,herb_has_chemical_group
215,7,herb_has_chemical_group
215,8,herb_has_chemical_group
215,9,herb_has_chemical_group
216,6,herb_has_chemical_group
216,9,herb_has_chemical_group
216,10,herb_has_chemical_group
217,3,herb_has_chemical_group
217,7,herb_has_chemical_group
217,8,herb_has_chemical_group
217,9,herb_has_chemical_group
218,6,herb_has_chemical_group
218,8,herb_has_chemical_group
219,10,herb_has_chemical_group
220,3,herb_has_chemical_group
220,4,herb_has_chemical_group
220,8,herb_has_chemical_group
221,6,herb_has_chemical_group
221,7,herb_has_chemical_group
221,8,herb_has_chemical_group
221,9,herb_has_chemical_group
222,2,herb_has_chemical_group
222,6,herb_has_chemical_group
222,8,herb_has_chemical_group
223,8,herb_has_chemical_group
223,9,herb_has_chemical_group
224,6,herb_has_chemical_group
224,8,herb_has_chemical_group
224,9,herb_has_chemical_group
224,10,herb_has_chemical_group
225,3,herb_has_chemical_group
225,9,herb_has_chemical_group
225,10,herb_has_chemical_group
226,4,herb_has_chemical_group
226,10,herb_has_chemical_group
227,2,herb_has_chemical_group
227,10,herb_has_chemical_group
228,5,herb_has_chemical_group
228,7,herb_has_chemical_group
229,1,herb_has_chemical_group
229,7,herb_has_chemical_group
230,10,herb_has_chemical_group
231,1,herb_has_chemical_group
232,1,herb_has_chemical_group
232,4,herb_has_chemical_group
232,6,herb_has_chemical_group
233,3,herb_has_chemical_group
233,5,herb_has_chemical_group
233,6,herb_has_chemical_group
234,4,herb_has_chemical_group
234,5,herb_has_chemical_group
235,5,herb_has_chemical_group
235,9,herb_has_chemical_group
236,3,herb_has_chemical_group
236,5,herb_has_chemical_group
236,6,herb_has_chemical_group
236,8,herb_has_chemical_group
237,7,herb_has_chemical_group
238,5,herb_has_chemical_group
238,7,herb_has_chemical_group
238,8,herb_has_chemical_group
239,1,herb_has_chemical_group
240,8,herb_has_chemical_group
240,10,herb_has_chemical_group
241,6,herb_has_chemical_group
242,6,herb_has_chemical_group
242,8,herb_has_chemical_group
243,7,herb_has_chemical_group
243,8,herb_has_chemical_group
243,10,herb_has_chemical_group
244,4,herb_has_chemical_group
245,1,herb_has_chemical_group
245,5,herb_has_chemical_group
245,10,herb_has_chemical_group
246,7,herb_has_chemical_group
246,8,herb_has_chemical_group
246,10,herb_has_chemical_group
247,7,herb_has_chemical_group
247,10,herb_has_chemical_group
248,9,herb_has_chemical_group
249,2,herb_has_chemical_group
249,4,herb_has_chemical_group
250,4,herb_has_chemical_group
250,7,herb_has_chemical_group
251,3,herb_has_chemical_group
251,4,herb_has_chemical_group
251,10,herb_has_chemical_group
252,1,herb_has_chemical_group
252,3,herb_has_chemical_group
252,6,herb_has_chemical_group
252,8,herb_has_chemical_group
253,1,herb_has_chemical_group
253,5,herb_has_chemical_group
253,8,herb_has_chemical_group
253,10,herb_has_chemical_group
254,4,herb_has_chemical_group
254,7,herb_has_chemical_group
254,8,herb_has_chemical_group
255,2,herb_has_chemical_group
255,5,herb_has_chemical_group
255,6,herb_has_chemical_group
255,10,herb_has_chemical_group
256,8,herb_has_chemical_group
256,9,herb_has_chemical_group
257,3,herb_has_chemical_group
258,3,herb_has_chemical_group
258,5,herb_has_chemical_group
258,7,herb_has_chemical_group
259,6,herb_has_chemical_group
259,8,herb_has_chemical_group
260,2,herb_has_chemical_group
260,3,herb_has_chemical_group
260,4,herb_has_chemical_group
260,7,herb_has_chemical_group
261,3,herb_has_chemical_group
261,5,herb_has_chemical_group
261,6,herb_has_chemical_group
261,7,herb_has_chemical_group
262,4,herb_has_chemical_group
262,9,herb_has_chemical_group
263,2,herb_has_chemical_group
263,5,herb_has_chemical_group
263,8,herb_has_chemical_group
263,9,herb_has_chemical_group
264,3,herb_has_chemical_group
264,5,herb_has_chemical_group
264,9,herb_has_chemical_group
265,4,herb_has_chemical_group
265,5,herb_has_chemical_group
265,6,herb_has_chemical_group
266,1,herb_has_chemical_group
266,9,herb_has_chemical_group
266,10,herb_has_chemical_group
267,1,herb_has_chemical_group
267,8,herb_has_chemical_group
267,10,herb_has_chemical_group
268,3,herb_has_chemical_group
268,8,herb_has_chemical_group
269,4,herb_has_chemical_group
269,7,herb_has_chemical_group
269,8,herb_has_chemical_group
269,9,herb_has_chemical_group
270,3,herb_has_chemical_group
270,5,herb_has_chemical_group
270,10,herb_has_chemical_group
271,5,herb_has_chemical_group
272,2,herb_has_chemical_group
272,3,herb_has_chemical_group
272,5,herb_has_chemical_group
273,1,herb_has_chemical_group
273,4,herb_has_chemical_group
273,8,herb_has_chemical_group
274,1,herb_has_chemical_group
274,8,herb_has_chemical_group
275,1,herb_has_chemical_group
276,2,herb_has_chemical_group
276,7,herb_has_chemical_group
276,9,herb_has_chemical_group
277,3,herb_has_chemical_group
277,7,herb_has_chemical_group
278,2,herb_has_chemical_group
278,6,herb_has_chemical_group
278,8,herb_has_chemical_group
279,6,herb_has_chemical_group
280,4,herb_has_chemical_group
280,6,herb_has_chemical_group
280,8,herb_has_chemical_group
281,5,herb_has_chemical_group
281,6,herb_has_chemical_group
281,7,herb_has_chemical_group
282,3,herb_has_chemical_group
282,4,herb_has_chemical_group
282,5,herb_has_chemical_group
282,6,herb_has_chemical_group
283,1,herb_has_chemical_group
283,5,herb_has_chemical_group
284,1,herb_has_chemical_group
284,3,herb_has_chemical_group
284,4,herb_has_chemical_group
284,5,herb_has_chemical_group
285,2,herb_has_chemical_group
285,7,herb_has_chemical_group
286,7,herb_has_chemical_group
287,1,herb_has_chemical_group
287,4,herb_has_chemical_group
287,5,herb_has_chemical_group
287,9,herb_has_chemical_group
288,2,herb_has_chemical_group
288,3,herb_has_chemical_group
288,6,herb_has_chemical_group
288,8,herb_has_chemical_group
289,1,herb_has_chemical_group
289,8,herb_has_chemical_group
290,6,herb_has_chemical_group
291,3,herb_has_chemical_group
291,5,herb_has_chemical_group
292,4,herb_has_chemical_group
293,4,herb_has_chemical_group
293,6,herb_has_chemical_group
293,7,herb_has_chemical_group
294,7,herb_has_chemical_group
295,4,herb_has_chemical_group
295,5,herb_has_chemical_group
295,10,herb_has_chemical_group
296,1,herb_has_chemical_group
296,6,herb_has_chemical_group
296,8,herb_has_chemical_group
296,9,herb_has_chemical_group
297,5,herb_has_chemical_group
297,8,herb_has_chemical_group
298,5,herb_has_chemical_group
298,6,herb_has_chemical_group
298,8,herb_has_chemical_group
299,3,herb_has_chemical_group
299,4,herb_has_chemical_group
299,8,herb_has_chemical_group
299,9,herb_has_chemical_group
300,1,herb_has_chemical_group
300,6,herb_has_chemical_group
301,2,herb_has_chemical_group
301,3,herb_has_chemical_group
301,4,herb_has_chemical_group
301,10,herb_has_chemical_group
302,1,herb_has_chemical_group
302,5,herb_has_chemical_group
302,9,herb_has_chemical_group
303,6,herb_has_chemical_group
304,1,herb_has_chemical_group
304,3,herb_has_chemical_group
304,7,herb_has_chemical_group
304,10,herb_has_chemical_group
305,1,herb_has_chemical_group
305,7,herb_has_chemical_group
306,8,herb_has_chemical_group
307,3,herb_has_chemical_group
307,7,herb_has_chemical_group
307,9,herb_has_chemical_group
307,10,herb_has_chemical_group
308,4,herb_has_chemical_group
309,1,herb_has_chemical_group
309,2,herb_has_chemical_group
309,7,herb_has_chemical_group
309,10,herb_has_chemical_group
310,1,herb_has_chemical_group
310,4,herb_has_chemical_group
310,5,herb_has_chemical_group
310,9,herb_has_chemical_group
311,1,herb_has_chemical_group
311,3,herb_has_chemical_group
311,8,herb_has_chemical_group
311,10,herb_has_chemical_group
312,3,herb_has_chemical_group
312,10,herb_has_chemical_group
313,3,herb_has_chemical_group
313,4,herb_has_chemical_group
313,6,herb_has_chemical_group
314,3,herb_has_chemical_group
314,9,herb_has_chemical_group
315,3,herb_has_chemical_group
315,9,herb_has_chemical_group
316,4,herb_has_chemical_group
317,1,herb_has_chemical_group
317,3,herb_has_chemical_group
318,3,herb_has_chemical_group
318,7,herb_has_chemical_group
318,9,herb_has_chemical_group
319,6,herb_has_chemical_group
319,7,herb_has_chemical_group
319,9,herb_has_chemical_group
319,10,herb_has_chemical_group
320,2,herb_has_chemical_group
320,3,herb_has_chemical_group
320,4,herb_has_chemical_group
320,8,herb_has_chemical_group
321,6,herb_has_chemical_group
321,7,herb_has_chemical_group
321,8,herb_has_chemical_group
322,1,herb_has_chemical_group
322,8,herb_has_chemical_group
322,10,herb_has_chemical_group
323,1,herb_has_chemical_group
323,2,herb_has_chemical_group
324,1,herb_has_chemical_group
324,2,herb_has_chemical_group
324,4,herb_has_chemical_group
324,7,herb_has_chemical_group
325,10,herb_has_chemical_group
326,2,herb_has_chemical_group
326,4,herb_has_chemical_group
326,6,herb_has_chemical_group
327,5,herb_has_chemical_group
327,8,herb_has_chemical_group
327,9,herb_has_chemical_group
328,2,herb_has_chemical_group
328,3,herb_has_chemical_group
328,5,herb_has_chemical_group
328,10,herb_has_chemical_group
329,7,herb_has_chemical_group
330,7,herb_has_chemical_group
331,2,herb_has_chemical_group
331,4,herb_has_chemical_group
331,6,herb_has_chemical_group
331,8,herb_has_chemical_group
332,1,herb_has_chemical_group
333,3,herb_has_chemical_group
334,1,herb_has_chemical_group
334,4,herb_has_chemical_group
335,2,herb_has_chemical_group
335,5,herb_has_chemical_group
336,2,herb_has_chemical_group
336,3,herb_has_chemical_group
336,4,herb_has_chemical_group
337,6,herb_has_chemical_group
337,7,herb_has_chemical_group
337,8,herb_has_chemical_group
338,6,herb_has_chemical_group
339,1,herb_has_chemical_group
339,9,herb_has_chemical_group
340,2,herb_has_chemical_group
340,4,herb_has_chemical_group
341,1,herb_has_chemical_group
341,3,herb_has_chemical_group
341,4,herb_has_chemical_group
341,9,herb_has_chemical_group
342,2,herb_has_chemical_group
342,8,herb_has_chemical_group
343,7,herb_has_chemical_group
343,8,herb_has_chemical_group
344,2,herb_has_chemical_group
344,3,herb_has_chemical_group
344,4,herb_has_chemical_group
344,5,herb_has_chemical_group
345,2,herb_has_chemical_group
345,9,herb_has_chemical_group
346,3,herb_has_chemical_group
346,5,herb_has_chemical_group
347,4,herb_has_chemical_group
347,8,herb_has_chemical_group
348,6,herb_has_chemical_group
348,7,herb_has_chemical_group
349,2,herb_has_chemical_group
349,4,herb_has_chemical_group
349,7,herb_has_chemical_group
349,10,herb_has_chemical_group
350,2,herb_has_chemical_group
350,5,herb_has_chemical_group
350,9,herb_has_chemical_group
351,3,herb_has_chemical_group
351,4,herb_has_chemical_group
351,5,herb_has_chemical_group
351,6,herb_has_chemical_group
352,1,herb_has_chemical_group
352,3,herb_has_chemical_group
352,4,herb_has_chemical_group
352,5,herb_has_chemical_group
353,7,herb_has_chemical_group
353,10,herb_has_chemical_group
354,1,herb_has_chemical_group
354,2,herb_has_chemical_group
354,4,herb_has_chemical_group
354,7,herb_has_chemical_group
355,10,herb_has_chemical_group
356,4,herb_has_chemical_group
356,8,herb_has_chemical_group
357,1,herb_has_chemical_group
357,3,herb_has_chemical_group
357,4,herb_has_chemical_group
357,10,herb_has_chemical_group
358,2,herb_has_chemical_group
358,4,herb_has_chemical_group
358,5,herb_has_chemical_group
358,9,herb_has_chemical_group
359,1,herb_has_chemical_group
359,3,herb_has_chemical_group
359,5,herb_has_chemical_group
359,6,herb_has_chemical_group
360,7,herb_has_chemical_group
360,9,herb_has_chemical_group
360,10,herb_has_chemical_group
361,4,herb_has_chemical_group
361,5,herb_has_chemical_group
361,8,herb_has_chemical_group
362,1,herb_has_chemical_group
362,8,herb_has_chemical_group
363,2,herb_has_chemical_group
363,7,herb_has_chemical_group
